time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.status.status,.status.service,.latitude,.longitude,.altitude,.position_covariance,.position_covariance_type
2023/12/25/17:09:33.048175,164542,1703495373,46098067,/gps,0,0,24.8828366433,121.156018028,352.510009766,"(0.00014161000652551659, 0.0, 0.0, 0.0, 9.40900055503846e-05, 0.0, 0.0, 0.0, 0.00014161000652551659)",2
2023/12/25/17:09:33.097890,164543,1703495373,96015226,/gps,0,0,24.8828365967,121.156018047,352.510009766,"(0.00014161000652551659, 0.0, 0.0, 0.0, 9.40900055503846e-05, 0.0, 0.0, 0.0, 0.00014161000652551659)",2
2023/12/25/17:09:33.147828,164544,1703495373,145723542,/gps,0,0,24.8828365417,121.15601807,352.510009766,"(0.00014161000652551659, 0.0, 0.0, 0.0, 9.40900055503846e-05, 0.0, 0.0, 0.0, 0.00014161000652551659)",2
2023/12/25/17:09:33.197925,164545,1703495373,196029018,/gps,0,0,24.882836475,121.156018097,352.510009766,"(0.00014161000652551659, 0.0, 0.0, 0.0, 9.40900055503846e-05, 0.0, 0.0, 0.0, 0.00014161000652551659)",2
2023/12/25/17:09:33.249243,164546,1703495373,246306094,/gps,0,0,24.8828363983,121.15601813,352.510009766,"(0.00014161000652551659, 0.0, 0.0, 0.0, 9.40900055503846e-05, 0.0, 0.0, 0.0, 0.00014161000652551659)",2
2023/12/25/17:09:33.298368,164547,1703495373,296066733,/gps,0,0,24.88283631,121.156018172,352.510009766,"(0.00014161000652551659, 0.0, 0.0, 0.0, 9.40900055503846e-05, 0.0, 0.0, 0.0, 0.00014161000652551659)",2
2023/12/25/17:09:33.348086,164548,1703495373,345964333,/gps,0,0,24.88283621,121.156018217,352.510009766,"(0.00014161000652551659, 0.0, 0.0, 0.0, 9.40900055503846e-05, 0.0, 0.0, 0.0, 0.00014161000652551659)",2
2023/12/25/17:09:33.398224,164549,1703495373,396374307,/gps,0,0,24.8828360967,121.156018268,352.510009766,"(0.00014161000652551659, 0.0, 0.0, 0.0, 9.40900055503846e-05, 0.0, 0.0, 0.0, 0.00014161000652551659)",2
2023/12/25/17:09:33.447991,164550,1703495373,445801260,/gps,0,0,24.88283597,121.156018327,352.510009766,"(0.00014161000652551659, 0.0, 0.0, 0.0, 9.40900055503846e-05, 0.0, 0.0, 0.0, 0.00014161000652551659)",2
2023/12/25/17:09:33.498165,164551,1703495373,496374584,/gps,0,0,24.8828358333,121.156018392,352.510009766,"(0.00014161000652551659, 0.0, 0.0, 0.0, 9.40900055503846e-05, 0.0, 0.0, 0.0, 0.00014161000652551659)",2
2023/12/25/17:09:33.549070,164552,1703495373,546042681,/gps,0,0,24.8828356817,121.156018462,352.510009766,"(0.00014161000652551659, 0.0, 0.0, 0.0, 9.40900055503846e-05, 0.0, 0.0, 0.0, 0.00014161000652551659)",2
2023/12/25/17:09:33.598288,164553,1703495373,596049833,/gps,0,0,24.88283552,121.156018535,352.510009766,"(0.00014161000652551659, 0.0, 0.0, 0.0, 9.40900055503846e-05, 0.0, 0.0, 0.0, 0.00014161000652551659)",2
2023/12/25/17:09:33.649340,164554,1703495373,645859265,/gps,0,0,24.8828353433,121.156018613,352.510009766,"(0.00014161000652551659, 0.0, 0.0, 0.0, 9.40900055503846e-05, 0.0, 0.0, 0.0, 0.00014161000652551659)",2
2023/12/25/17:09:33.697953,164555,1703495373,696438252,/gps,0,0,24.882835155,121.156018698,352.510009766,"(0.00014161000652551659, 0.0, 0.0, 0.0, 9.40900055503846e-05, 0.0, 0.0, 0.0, 0.00014161000652551659)",2
2023/12/25/17:09:33.749197,164556,1703495373,745949866,/gps,0,0,24.882834955,121.15601879,352.5,"(0.00014161000652551659, 0.0, 0.0, 0.0, 9.40900055503846e-05, 0.0, 0.0, 0.0, 0.00014161000652551659)",2
2023/12/25/17:09:33.797898,164557,1703495373,796414516,/gps,0,0,24.8828347433,121.156018888,352.5,"(0.00014161000652551659, 0.0, 0.0, 0.0, 9.40900055503846e-05, 0.0, 0.0, 0.0, 0.00014161000652551659)",2
2023/12/25/17:09:33.897923,164558,1703495373,895969076,/gps,0,0,24.8828342883,121.156019097,352.5,"(0.00014161000652551659, 0.0, 0.0, 0.0, 9.40900055503846e-05, 0.0, 0.0, 0.0, 0.00014161000652551659)",2
2023/12/25/17:09:33.948149,164559,1703495373,946100878,/gps,0,0,24.8828340467,121.156019205,352.5,"(0.00014161000652551659, 0.0, 0.0, 0.0, 9.40900055503846e-05, 0.0, 0.0, 0.0, 0.00014161000652551659)",2
2023/12/25/17:09:34.010486,164560,1703495373,999684447,/gps,0,0,24.8828337967,121.156019315,352.5,"(0.00014161000652551659, 0.0, 0.0, 0.0, 9.40900055503846e-05, 0.0, 0.0, 0.0, 0.00014161000652551659)",2
2023/12/25/17:09:34.051670,164561,1703495374,45924718,/gps,0,0,24.882833535,121.15601943,352.5,"(0.00014161000652551659, 0.0, 0.0, 0.0, 9.40900055503846e-05, 0.0, 0.0, 0.0, 0.00014161000652551659)",2
2023/12/25/17:09:34.097776,164562,1703495374,95874977,/gps,0,0,24.882833265,121.156019552,352.5,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0
2023/12/25/17:09:34.147837,164563,1703495374,145802359,/gps,0,0,24.8828329867,121.156019678,352.5,"(0.00014161000652551659, 0.0, 0.0, 0.0, 9.40900055503846e-05, 0.0, 0.0, 0.0, 0.00014161000652551659)",2
2023/12/25/17:09:34.197995,164564,1703495374,196021744,/gps,0,0,24.8828326967,121.15601981,352.5,"(0.00014161000652551659, 0.0, 0.0, 0.0, 9.40900055503846e-05, 0.0, 0.0, 0.0, 0.00014161000652551659)",2
2023/12/25/17:09:34.248942,164565,1703495374,245484534,/gps,0,0,24.8828323967,121.15601995,352.489990234,"(0.00014161000652551659, 0.0, 0.0, 0.0, 9.40900055503846e-05, 0.0, 0.0, 0.0, 0.00014161000652551659)",2
2023/12/25/17:09:34.298032,164566,1703495374,295970024,/gps,0,0,24.88283209,121.1560201,352.489990234,"(0.00014161000652551659, 0.0, 0.0, 0.0, 9.40900055503846e-05, 0.0, 0.0, 0.0, 0.00014161000652551659)",2
2023/12/25/17:09:34.398280,164567,1703495374,396342287,/gps,0,0,24.8828314517,121.156020415,352.489990234,"(0.00014161000652551659, 0.0, 0.0, 0.0, 9.40900055503846e-05, 0.0, 0.0, 0.0, 0.00014161000652551659)",2
2023/12/25/17:09:34.449671,164568,1703495374,446344763,/gps,0,0,24.8828311183,121.156020578,352.489990234,"(0.00014161000652551659, 0.0, 0.0, 0.0, 9.40900055503846e-05, 0.0, 0.0, 0.0, 0.00014161000652551659)",2
2023/12/25/17:09:34.498064,164569,1703495374,496098976,/gps,0,0,24.882830775,121.156020743,352.489990234,"(0.00014161000652551659, 0.0, 0.0, 0.0, 9.40900055503846e-05, 0.0, 0.0, 0.0, 0.00014161000652551659)",2
2023/12/25/17:09:34.549289,164570,1703495374,546181910,/gps,0,0,24.8828304217,121.156020912,352.480010986,"(0.00014161000652551659, 0.0, 0.0, 0.0, 9.40900055503846e-05, 0.0, 0.0, 0.0, 0.00014161000652551659)",2
2023/12/25/17:09:34.598338,164571,1703495374,596361617,/gps,0,0,24.8828300583,121.156021085,352.480010986,"(0.00014161000652551659, 0.0, 0.0, 0.0, 9.40900055503846e-05, 0.0, 0.0, 0.0, 0.00014161000652551659)",2
2023/12/25/17:09:34.648232,164572,1703495374,646041342,/gps,0,0,24.8828296867,121.156021263,352.480010986,"(0.00014161000652551659, 0.0, 0.0, 0.0, 9.40900055503846e-05, 0.0, 0.0, 0.0, 0.00014161000652551659)",2
2023/12/25/17:09:34.698221,164573,1703495374,696088277,/gps,0,0,24.8828293067,121.156021447,352.480010986,"(0.00014161000652551659, 0.0, 0.0, 0.0, 9.40900055503846e-05, 0.0, 0.0, 0.0, 0.00014161000652551659)",2
2023/12/25/17:09:34.748212,164574,1703495374,745890433,/gps,0,0,24.8828289233,121.156021633,352.480010986,"(0.00014161000652551659, 0.0, 0.0, 0.0, 9.40900055503846e-05, 0.0, 0.0, 0.0, 0.00014161000652551659)",2
2023/12/25/17:09:34.797974,164575,1703495374,796247707,/gps,0,0,24.8828285283,121.15602182,352.470001221,"(0.00014161000652551659, 0.0, 0.0, 0.0, 9.40900055503846e-05, 0.0, 0.0, 0.0, 0.00014161000652551659)",2
2023/12/25/17:09:34.848389,164576,1703495374,846834803,/gps,0,0,24.882828125,121.156022007,352.470001221,"(0.00014161000652551659, 0.0, 0.0, 0.0, 9.40900055503846e-05, 0.0, 0.0, 0.0, 0.00014161000652551659)",2
2023/12/25/17:09:34.898034,164577,1703495374,895835882,/gps,0,0,24.882827715,121.156022195,352.470001221,"(0.00014161000652551659, 0.0, 0.0, 0.0, 9.40900055503846e-05, 0.0, 0.0, 0.0, 0.00014161000652551659)",2
