time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.novatel_msg_header.message_name,.novatel_msg_header.port,.novatel_msg_header.sequence_num,.novatel_msg_header.percent_idle_time,.novatel_msg_header.gps_time_status,.novatel_msg_header.gps_week_num,.novatel_msg_header.gps_seconds,.novatel_msg_header.receiver_status.original_status_code,.novatel_msg_header.receiver_status.error_flag,.novatel_msg_header.receiver_status.temperature_flag,.novatel_msg_header.receiver_status.voltage_supply_flag,.novatel_msg_header.receiver_status.antenna_powered,.novatel_msg_header.receiver_status.antenna_is_open,.novatel_msg_header.receiver_status.antenna_is_shorted,.novatel_msg_header.receiver_status.cpu_overload_flag,.novatel_msg_header.receiver_status.com1_buffer_overrun,.novatel_msg_header.receiver_status.com2_buffer_overrun,.novatel_msg_header.receiver_status.com3_buffer_overrun,.novatel_msg_header.receiver_status.usb_buffer_overrun,.novatel_msg_header.receiver_status.rf1_agc_flag,.novatel_msg_header.receiver_status.rf2_agc_flag,.novatel_msg_header.receiver_status.almanac_flag,.novatel_msg_header.receiver_status.position_solution_flag,.novatel_msg_header.receiver_status.position_fixed_flag,.novatel_msg_header.receiver_status.clock_steering_status_enabled,.novatel_msg_header.receiver_status.clock_model_flag,.novatel_msg_header.receiver_status.oemv_external_oscillator_flag,.novatel_msg_header.receiver_status.software_resource_flag,.novatel_msg_header.receiver_status.aux1_status_event_flag,.novatel_msg_header.receiver_status.aux2_status_event_flag,.novatel_msg_header.receiver_status.aux3_status_event_flag,.novatel_msg_header.receiver_software_version,.week,.seconds,.latitude,.longitude,.height,.north_velocity,.east_velocity,.up_velocity,.roll,.pitch,.azimuth,.status
2023/12/25/17:09:33.025117,841079,1703495373,24763627,,INSPVAA,USB2,0,32.5,FINESTEERING,2294,119391.03,33570816,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,14968,2294,119391.03,24.8828335853,121.156026989,352.7561,-0.0884,0.0306,-0.0044,0.336986502,-0.021531583,156.793147924,INS_SOLUTION_GOOD
2023/12/25/17:09:33.034693,841080,1703495373,34386667,,INSPVAA,USB2,0,32.5,FINESTEERING,2294,119391.04,33570816,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,14968,2294,119391.04,24.8828335773,121.156026992,352.7561,-0.0897,0.0317,-0.0052,0.341786174,-0.018857312,156.789916746,INS_SOLUTION_GOOD
2023/12/25/17:09:33.045346,841081,1703495373,44978133,,INSPVAA,USB2,0,32.5,FINESTEERING,2294,119391.05,33570816,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,14968,2294,119391.05,24.8828335692,121.156026995,352.756,-0.0908,0.0323,-0.0044,0.345876657,-0.015132589,156.790081525,INS_SOLUTION_GOOD
2023/12/25/17:09:33.055030,841082,1703495373,54393687,,INSPVAA,USB2,0,32.5,FINESTEERING,2294,119391.06,33570816,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,14968,2294,119391.06,24.8828335609,121.156026998,352.756,-0.0933,0.0335,-0.0023,0.347227963,-0.00951047,156.78931592,INS_SOLUTION_GOOD
2023/12/25/17:09:33.064644,841083,1703495373,64304179,,INSPVAA,USB2,0,32.5,FINESTEERING,2294,119391.07,33570816,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,14968,2294,119391.07,24.8828335524,121.156027001,352.756,-0.0958,0.0345,-0.0025,0.343812421,-0.01052423,156.786790911,INS_SOLUTION_GOOD
2023/12/25/17:09:33.073629,841084,1703495373,73243907,,INSPVAA,USB2,0,33.5,FINESTEERING,2294,119391.08,33570816,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,14968,2294,119391.08,24.8828335436,121.156027005,352.7559,-0.0994,0.0363,-0.007,0.347569625,0.004153187,156.785075294,INS_SOLUTION_GOOD
2023/12/25/17:09:33.084446,841085,1703495373,84123593,,INSPVAA,USB2,0,33.5,FINESTEERING,2294,119391.09,33570816,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,14968,2294,119391.09,24.8828335344,121.156027009,352.7558,-0.1033,0.0385,-0.0076,0.350705969,0.012771655,156.784328864,INS_SOLUTION_GOOD
2023/12/25/17:09:33.095276,841086,1703495373,94905104,,INSPVAA,USB2,0,33.5,FINESTEERING,2294,119391.1,33570816,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,14968,2294,119391.1,24.882833525,121.156027013,352.7558,-0.1065,0.0412,-0.004,0.354706464,0.010249473,156.784375802,INS_SOLUTION_GOOD
2023/12/25/17:09:33.104388,841087,1703495373,104102277,,INSPVAA,USB2,0,33.5,FINESTEERING,2294,119391.11,33570816,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,14968,2294,119391.11,24.8828335152,121.156027017,352.7557,-0.1103,0.0422,-0.0051,0.349467407,0.016187088,156.781087858,INS_SOLUTION_GOOD
2023/12/25/17:09:33.115311,841088,1703495373,115061385,,INSPVAA,USB2,0,33.5,FINESTEERING,2294,119391.12,33570816,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,14968,2294,119391.12,24.882833505,121.156027021,352.7557,-0.1148,0.0435,-0.0074,0.350059514,0.027457549,156.779440416,INS_SOLUTION_GOOD
